dataset,arm,fold,config,inner_mean,exploratory
aptos2019,ordcost,13,"abs,lam=1.0,wce",0.6425900478945493,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=0.1,none",0.6293563225405217,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=0.1,wce",0.6457755458189037,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=0.5,none",0.6354992880638634,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=0.5,wce",0.6439370508943296,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=1.0,none",0.6373741864923252,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"cdf2,lam=1.0,wce",0.643079553149761,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.0,t=0.0",0.628632065292721,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.0,t=0.5",0.6405848823633308,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.0,t=1.0",0.6427982067788139,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.0,t=1.5",0.649293986695178,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.1,t=0.0",0.6461940128906976,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.1,t=0.5",0.6497902425971084,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.1,t=1.0",0.6607521914218853,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.1,t=1.5",0.6465205225440039,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.2,t=0.0",0.6552041307756562,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.2,t=0.5",0.6551364698011688,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.2,t=1.0",0.6468808972294049,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.2,t=1.5",0.638177603285442,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.3,t=0.0",0.6502494633430512,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.3,t=0.5",0.642691402186423,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.3,t=1.0",0.6344046870954017,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.3,t=1.5",0.628963097720176,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.4,t=0.0",0.6424817179812029,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.4,t=0.5",0.6305044599157252,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.4,t=1.0",0.6286604814147954,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,14,"g=0.4,t=1.5",0.6209134061998626,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=0.1,none",0.6277040991910261,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=0.1,wce",0.634019647013088,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=0.5,none",0.6235917427120758,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=0.5,wce",0.6378630333625784,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=1.0,none",0.6311306292743823,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"abs,lam=1.0,wce",0.6405818026293092,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=0.1,none",0.6263707658576928,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=0.1,wce",0.6359830673218255,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=0.5,none",0.622286180370655,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=0.5,wce",0.6351949512778006,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=1.0,none",0.6242431959530277,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,14,"cdf2,lam=1.0,wce",0.6392627343162397,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
